stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,vehicle_type
1:SUMOLSSF,SUMMER AVENUE at OLD SUMMER ROAD,st 4051,35.151487,-89.890572,,1,,
1:WHIUNIEM,WHITNEY AVENUE at UNIVERSITY DRIVE,st 1647,35.206959,-89.992331,,1,,
1:WHIOVEEN,WHITNEY AVENUE at OVERTON CROSSING ST,st 1646,35.207702,-89.994512,,1,,
1:POPHIGEN,POPLAR AVENUE at HIGH STREET,st 1876,35.14767,-90.041867,,1,,
1:UNIWILNF,UNIVERSITY STREET at WILLOW WOOD AVENUE,st 6663,35.211649,-89.989989,,1,,
1:PARLYNEM,PARK AVENUE at LYNNFIELD ROAD,st 2358,35.099691,-89.869565,,1,,
1:WINHEAEN,WINCHESTER ROAD at HEATHER RIDGE DRIVE,st 1774,35.050309,-89.87814,,1,,
1:400,PILLOW STREET at ETHLYN AVENUE,no 27,35.1046875,-90.015007,,1,,
1:PARBRIEF,PARK AVENUE at BRISTOL DRIVE,st 2360,35.099767,-89.866877,,1,,
1:1205,LEVI ROAD at OAKSHIRE STREET,no 1186,35.042321,-90.091945,,1,,
1:3013,UNION AVENUE at WALDRAN BOULEVARD,no 1060,35.137503,-90.022459,,1,,
1:CHEHOLWM,CHELSEA AVENUE at HOLMES STREET,st 4517,35.173358,-89.949083,,1,,
1:CHEPANWF,CHELSEA AVENUE at PANAMA STREET,st 4516,35.173507,-89.946901,,1,,
1:TCHOAKSM,TCHULAHOMA ROAD at OAK LAKE LANE,st 2547,35.046378,-89.954843,,1,,
1:TCHOAKSN,TCHULAHOMA ROAD at OAK LAKE LANE,st 2548,35.048566,-89.954311,,1,,
1:CHRPREEN,CHRISTINE ROAD at PRESCOTT ROAD,st 2553,35.04323,-89.943849,,1,,
1:CHRPREEM,CHRISTINE ROAD at PRESCOTT ROAD,st 2552,35.043214,-89.945938,,1,,
1:ORCNATNM,ORCHI ROAD at NATIONAL STREET,st 6978,35.1781,-89.93808,,1,,
1:SAXPEENN,SAX ROAD at PEEBLES ROAD,st 5872,35.066891,-90.086545,,1,,
1:SHECR1WM,SHELBY DRIVE at CRUMP BOULEVARD,st 2416,35.020475,-89.857678,,1,,
1:CHENHIWF,CHELSEA AVENUE at NORTH HIGHLAND STREET,st 4515,35.174086,-89.945007,,1,,
1:STPFOUWF,ST PAUL AVENUE at 4TH STREET,st 6097,35.13155,-90.050804,,1,,
1:PARKELWN,PARK AVENUE at KELLEY ROAD,st 2160,35.107692,-89.934052,,1,,
1:HERGEPNN,HERNANDO STREET at GE PATTERSON AVENUE,st 6099,35.132355,-90.051866,,1,,
1:STPHERWN,ST PAUL AVENUE at HERNADO STREET,st 6098,35.131568,-90.051778,,1,,
1:AUCFIFEF,AUCTION AVENUE at 5TH STREET,st 809,35.155802,-90.041798,,1,,
1:GEPTHIWM,GE PATTERSON AVENUE at 3RD STREET,st 717,35.132784,-90.053957,,1,,
1:AIRRAISM,AIR PARK STREET at RAINES ROAD,st 7160,35.038711,-89.931333,,1,,
1:AIRAIRSM,AIR PARK STREET at AIR PARK STREET,st 7159,35.041616,-89.931339,,1,,
1:KNIKNIEN,KNIGHT ARNOLD ROAD at KNIGHT ROAD,st 2788,35.062494,-89.910726,,1,,
1:AIPREGNM,AIR PARK STREET at REGAL BOULEVARD,st 7161,35.047335,-89.931185,,1,,
1:PRERAINF,PRESCOTT ROAD at RAINES ROAD,st 7186,35.037134,-89.943483,,1,,
1:RAIOUTWN,EAST RAINES ROAD at OUTLAND ROAD,st 1830,35.035355,-89.900592,,1,,
1:THIADANN,3RD STREET at ADAMS AVENUE,st 640,35.147314,-90.049073,,1,,
1:CHRWALWN,CHRISTINE ROAD at WALNUT CIRCLE COVE,st 7249,35.043174,-89.951023,,1,,
1:WINEMEEF,WINCHESTER ROAD at EMERALD STREET,st 1773,35.050357,-89.880295,,1,,
1:WINFALEF,WINCHESTER ROAD at FALL RIVER DRIVE,st 1772,35.050433,-89.883114,,1,,
1:VOLANNEN,VOLLINTINE AVENUE at ANNIE STREET,st 3858,35.165294,-90.017194,,1,,
1:VOLBELEN,VOLLINTINE AVENUE at BELLEVUE BOULEVARD,st 3857,35.165392,-90.018124,,1,,
1:VOLMCNEN,VOLLINTINE AVENUE at NORTH MCNEIL STREET,st 4553,35.164414,-90.008471,,1,,
1:VOLALMEM,VOLLINTINE AVENUE at ALMA STREET,st 3859,35.165096,-90.015257,,1,,
1:VOLNEVEF,VOLLINTINE AVENUE at N EVERGREEN STREET,st 4557,35.163614,-90.000379,,1,,
1:VOLAVAEN,VOLLINTINE AVENUE at NORTH AVALON STREET,st 4555,35.163973,-90.004176,,1,,
1:VOLIDLEN,VOLLINTINE AVENUE at N IDLEWILD STREET,st 4560,35.163299,-89.997368,,1,,
1:VOLNAUEN,VOLLINTINE AVENUE at N AUBURNDALE STREET,st 4558,35.163551,-89.999704,,1,,
1:VOLMCLEF,VOLLINTINE AVENUE at N MCLEAN BOULEVARD,st 4561,35.163137,-89.995707,,1,,
1:CENPATWF,CENTRAL AVENUE at PATTERSON STREET,st 3514,35.123188,-89.941483,,1,,
1:VOLHALEN,VOLLINTINE AVENUE at HALLWOOD DRIVE,st 4566,35.162292,-89.987305,,1,,
1:VOLUNIEN,VOLLINTINE AVENUE at UNIVERSITY STREET,st 4564,35.16258,-89.990383,,1,,
1:OAKCASSN,OAKSHIRE STREET at CLEWOOD AVENUE,st 5922,35.040265,-90.091646,,1,,
1:OAKLEVSF,OAKSHIRE STREET at LEVI ROAD,st 5921,35.041756,-90.091633,,1,,
1:WESNORSN,WESTMONT ROAD at NORFLEET AVENUE,st 5924,35.037995,-90.092573,,1,,
1:WESNORSM,WESTMONT ROAD at NORFLEET AVENUE,st 5923,35.039014,-90.092567,,1,,
1:HIGWAYSN,HIGHLAND STREET at WAYNOKA AVENUE,st 3218,35.137509,-89.945033,,1,,
1:SHEHICWM,SHELBY DRIVE at HICKORY HILL ROAD,st 2417,35.020472,-89.862265,,1,,
1:HIGHIGSN,HIGHLAND STREET at HIGHLAND PARK PLACE,st 3220,35.135462,-89.945103,,1,,
1:HIGOAKSF,HIGHLAND STREET at OAKLEY AVENUE,st 3219,35.136401,-89.945079,,1,,
1:THOCINNM,THOMAS STREET at CINDY LANE,st 1285,35.213207,-90.031729,,1,,
1:THOGILNF,THOMAS STREET at GILLILAND AVENUE,st 1366,35.210848,-90.032262,,1,,
1:FRAMILEN,FRAYSER BOULEVARD at MILLINGTON ROAD,st 6871,35.216521,-90.02888,,1,,
1:FRATHOEF,FRAYSER BOULEVARD at THOMAS STREET,st 6870,35.2167,-90.030032,,1,,
1:WEALEVNN,WEAVER ROAD at LEVI ROAD,st 5836,35.04223,-90.096443,,1,,
1:MILFRASF,MILLINGTON ROAD at FRAYSER BOULEVARD,st 476,35.216128,-90.028748,,1,,
1:WALBAPEN,WALNUT GROVE ROAD at BAPTIST HOSPITAL,st 2898,35.130723,-89.861185,,1,,
1:LEVWEAEF,LEVI ROAD at WEAVER ROAD,st 5837,35.04232,-90.09378,,1,,
1:BREJOSNF,BREEDLOVE STREET at JOSEPH PLACE,st 3786,35.162722,-90.022244,,1,,
1:BREPALNN,BREEDLOVE STREET at PALMETTO AVENUE,st 3785,35.160828,-90.022567,,1,,
1:VOLCROEN,VOLLINTINE AVENUE at CROCKETT PLACE,st 3856,35.165697,-90.02077,,1,,
1:BREVOLNM,BREEDLOVE STREET at VOLLINTINE AVENUE,st 3787,35.164545,-90.021956,,1,,
1:THIDELNN,3RD STREET at DELTA ROAD,st 7097,35.019798,-90.088678,,1,,
1:THIWEANF,3RD STREET at WEAVER ROAD,st 7096,35.012262,-90.096245,,1,,
1:THIFORNM,3RD STREET at FORD ROAD,st 7099,35.025341,-90.083154,,1,,
1:THISHENF,3RD STREET at SHELBY DRIVE,st 7098,35.021479,-90.08701,,1,,
1:THIWESNF,3RD STREET at WESTERN PARK,st 7100,35.032098,-90.076381,,1,,
1:THIBLANN,3RD STREET at BLANCHE ROAD,st 7142,35.028308,-90.080193,,1,,
1:PERSHASN,PERKINS EXT at SHADY GROVE ROAD,st 3123,35.124963,-89.909302,,1,,
1:504,MADISON AVENUE at DUNLAP STREET,no 1014,35.140487,-90.032418,,1,,
1:PERPOPSM,PERKINS EXT at POPLAR AVENUE,st 3126,35.117313,-89.908952,,1,,
1:PERALDSN,PERKINS EXT at ALDERSGATE ROAD,st 3125,35.122094,-89.909385,,1,,
1:PERPERSM,PERKINS ROAD at PERKINS ROAD COVE,st 3129,35.106229,-89.908013,,1,,
1:PERWINSN,PERKINS ROAD at WINDERMERE ROAD,st 3128,35.110588,-89.907752,,1,,
1:PERDEESF,PERKINS ROAD at DEE ROAD,st 3131,35.098774,-89.906801,,1,,
1:PERDEESN,PERKINS ROAD at DEE ROAD,st 3130,35.100901,-89.90673,,1,,
1:PERSEASN,PERKINS ROAD at SEA ISLE ROAD,st 3133,35.09385,-89.906977,,1,,
1:PERFLASN,PERKINS ROAD at FLAMINGO ROAD,st 3132,35.096674,-89.906894,,1,,
1:MALSTHWF,MALLORY AVENUE at SOUTH 3RD STREET,st 5000,35.086625,-90.057495,,1,,
1:MALLATWF,MALLORY AVENUE at LATHAM STREET,st 7064,35.086544,-90.052463,,1,,
1:ROCHILNN,ROCHESTER ROAD at HILDA STREET,st 5790,35.061574,-90.075078,,1,,
1:HOLHUBSN,HOLLYWOOD STREET at HUBBARD AVENUE,st 3656,35.173775,-89.97559,,1,,
1:THIELMNM,3RD STREET at ELM AVENUE,st 4288,35.117913,-90.055067,,1,,
1:ROCBRONN,ROCHESTER ROAD at BROOKS ROAD,st 5791,35.063165,-90.074128,,1,,
1:THILUCNN,3RD STREET at LUCERNE PLACE,st 4290,35.121515,-90.054922,,1,,
1:THIWALNN,3RD STREET at WALKER AVENUE,st 4289,35.119683,-90.055,,1,,
1:THICRUNN,3RD STREET at CRUMP BOULEVARD,st 4292,35.124428,-90.054811,,1,,
1:THIMARNN,3RD STREET at MARYLAND AVENUE,st 4291,35.122676,-90.054889,,1,,
1:THIECANN,3RD STREET at EAST CAROLINA AVENUE,st 4294,35.127922,-90.054678,,1,,
1:THIVIRNN,3RD STREET at VIRGINIA AVENUE,st 4293,35.125518,-90.054756,,1,,
1:THISTPNN,3RD STREET at SAINT PAUL AVENUE,st 4296,35.131399,-90.054555,,1,,
1:THIEGENN,3RD STREET at EAST GEORGIA AVENUE,st 4295,35.129004,-90.054633,,1,,
1:THICLINF,3RD STREET at CLINTON ROAD,st 7095,35.007846,-90.101337,,1,,
1:THIGEPNF,3RD STREET at GE PATTERSON AVENUE,st 631,35.13307,-90.054577,,1,,
1:WINCAREF,WINCHESTER ROAD at CARGO ROAD,st 1753,35.052066,-89.980094,,1,,
1:WINBOEEN,WINCHESTER ROAD at BOEINGSHIRE DRIVE,st 1750,35.053355,-89.995194,,1,,
1:CHEORREF,CHELSEA AVENUE at ORR STREET,st 4586,35.173327,-89.954387,,1,,
1:CHEBROEN,CHELSEA AVENUE at BROOKINS STREET,st 4585,35.1734,-89.955848,,1,,
1:NPAWESWN,NORTH PARKWAY at WEST DRIVE,st 3538,35.151593,-89.985734,,1,,
1:CHEASHEF,CHELSEA AVENUE at ASH STREET,st 4587,35.173308,-89.953434,,1,,
1:NPAUNIWN,NORTH PARKWAY at UNIVERSITY STREET,st 3540,35.15217,-89.991777,,1,,
1:NPAUNIWM,NORTH PARKWAY at UNIVERSITY STREET,st 3539,35.1518,-89.987881,,1,,
1:NPAMCLWN,NORTH PARKWAY at MCLEAN BOULEVARD,st 3542,35.152638,-89.996935,,1,,
1:NPAUNIWF,NORTH PARKWAY at UNIVERSITY STREET,st 3541,35.152341,-89.993648,,1,,
1:AMECHEEN,AMERICAN WAY at CHERRY ROAD,st 2672,35.07399,-89.919471,,1,,
1:AMECOLEN,AMERICAN WAY at COLONY PARK DRIVE,st 2671,35.076006,-89.922851,,1,,
1:AMEMALEF,AMERICAN WAY at MALL ROAD,st 2674,35.073341,-89.908016,,1,,
1:AMECHEEF,AMERICAN WAY at CHERRY ROAD,st 2673,35.071904,-89.916324,,1,,
1:PARSHOWN,PARK AVENUE at SHOTWELL STREET,st 2159,35.107627,-89.931674,,1,,
1:SUMHIGWN,SUMMER AVENUE at HIGH POINT TERR,st 4074,35.149395,-89.937166,,1,,
1:PERDUNSN,PERKINS ROAD at DUNN AVENUE,st 2796,35.090535,-89.907095,,1,,
1:PERQUISN,PERKINS ROAD at QUINCE ROAD,st 3134,35.091598,-89.907049,,1,,
1:PERLEASF,PERKINS ROAD at LEATHERWOOD AVENUE,st 2798,35.086299,-89.907226,,1,,
1:PERHELSN,PERKINS ROAD at HELENE ROAD,st 2797,35.088667,-89.907176,,1,,
1:PRESHESM,PRESCOTT ROAD at SHEMWELL AVENUE,st 2555,35.033872,-89.943776,,1,,
1:LAUSHANN,LAUDERDALE STREET at SHAWNEE AVENUE,st 4800,35.097812,-90.044164,,1,,
1:ELMWILSM,ELMRIDGE STREET at WILLARD DRIVE,st 2557,35.030638,-89.945439,,1,,
1:PRESHESN,PRESCOTT ROAD at SHEMWELL AVENUE,st 2556,35.032308,-89.943801,,1,,
1:HOLMELEM,HOLMES ROAD at TCHULAHOMA ROAD,st 6864,35.006083,-89.9515,,1,,
1:TCHSHESF,TCHULAHOMA ROAD at SHELBY DRIVE,st 202,35.020199,-89.954694,,1,,
1:WINMILEF,WINCHESTER ROAD at MILLBRANCH ROAD,st 1745,35.05363,-90.006647,,1,,
1:MILWINNN,MILLBRANCH ROAD at WINCHESTER ROAD,st 5379,35.053004,-90.007322,,1,,
1:WINCAZEN,WINCHESTER ROAD at CAZASSA ROAD,st 1747,35.053493,-90.00207,,1,,
1:WINWINEF,WINCHESTER ROAD at WINDCREST ROAD,st 1746,35.053575,-90.004392,,1,,
1:WINWINEN,WINCHESTER ROAD at WINBROOK DRIVE,st 1749,35.053438,-89.999229,,1,,
1:WINCAZEM,WINCHESTER ROAD at CAZASSA ROAD,st 1748,35.053447,-90.000114,,1,,
1:MISWILNN,MISSISSIPPI BOULEVARD at WILLIAMS AVENUE,st 4447,35.122084,-90.040106,,1,,
1:MISWICNF,MISSISSIPPI BOULEVARD at WICKS AVENUE,st 4446,35.121556,-90.039808,,1,,
1:MISPEANN,MISSISSIPPI BOULEVARD at PEARL PLACE,st 4449,35.124551,-90.041555,,1,,
1:MISALSNF,MISSISSIPPI BOULEVARD at ALSTON AVENUE,st 4448,35.123478,-90.040869,,1,,
1:JEFMONEN,JEFFERSON AVENUE at MONTGOMERY STREET,st 857,35.141827,-90.019324,,1,,
1:COOVINSN,COOPER STREET at VINTON AVENUE,st 3363,35.130345,-89.990671,,1,,
1:SECPEANN,2ND STREET at PEAR AVENUE,st 444,35.182175,-90.044823,,1,,
1:SECPEASN,2ND STREET at PEAR AVENUE,st 6689,35.182318,-90.044989,,1,,
1:SHEELVWM,SHELBY DRIVE at ELVIS PRESLEY BOULEVARD,st 5416,35.021068,-90.02168,,1,,
1:THIEXCNM,3RD STREET at EXCHANGE AVENUE,st 642,35.149825,-90.048076,,1,,
1:OUTWINSF,OUTLAND ROAD at WINCHESTER ROAD,st 7192,35.050667,-89.901851,,1,,
1:DEERCOVE,DEERSKIN DRIVE at DEERSKIN COVE,st 6953,35.046746,-90.08538,,1,,
1:OUTCROSF,OUTLAND ROAD at CROMWELL AVENUE,st 7194,35.046064,-89.901817,,1,,
1:OUTNEWSN,OUTLAND ROAD at NEWGATE DRIVE,st 7193,35.048155,-89.901835,,1,,
1:OUTRAISM,OUTLAND ROAD at RAINES ROAD,st 7196,35.037984,-89.901813,,1,,
1:OUTWARSF,OUTLAND ROAD at WARRINGTON ROAD,st 7195,35.042471,-89.901781,,1,,
1:MISGROSF,MISSISSIPPI BOULEVARD at GOYER PLACE,st 4403,35.125418,-90.042484,,1,,
1:MCLSOMWF,MCLEMORE AVENUE at SOMERVILLE STREET,st 4269,35.115475,-90.026478,,1,,
1:THIFORSF,3RD STREET at FORD ROAD,st 198,35.026154,-90.082547,,1,,
1:THIWPASF,3RD STREET at WESTERN PARK,st 7141,35.030721,-90.078027,,1,,
1:THIDELSF,3RD STREET at DELTA ROAD,st 5026,35.019861,-90.088877,,1,,
1:THIWESSF,3RD STREET at WESTVIEW ROAD,st 5025,35.024366,-90.084381,,1,,
1:THIWEASN,3RD STREET at WEAVER ROAD,st 5028,35.012665,-90.096024,,1,,
1:THIWEASM,3RD STREET at WEAVER ROAD,st 5027,35.015382,-90.093351,,1,,
1:MILWH2SN,MILLINGTON ROAD at WHITNEY AVENUE,st 6873,35.211767,-90.028839,,1,,
1:MILWHISM,MILLINGTON ROAD at WHITNEY AVENUE,st 6872,35.212437,-90.028838,,1,,
1:DELMADEN,DELLWOOD AVENUE at MADEWELL STREET,st 1367,35.210309,-90.026004,,1,,
1:MILSHISN,MILLINGTON ROAD at WHITNEY AVENUE,st 2078,35.211463,-90.028839,,1,,
1:DELBRIEN,DELLWOOD AVENUE at RIDGECREST ROAD,st 1369,35.210352,-90.02114,,1,,
1:DELBASEN,DELLWOOD AVENUE at BASKIN STREET,st 1368,35.210067,-90.022758,,1,,
1:MISWICNN,MISSISSIPPI BOULEVARD at WICKS AVENUE,st 4445,35.120904,-90.039421,,1,,
1:SOUGREEN,SOUTHERN AVENUE at GREER STREET,st 3448,35.115266,-89.954408,,1,,
1:ALCVERWM,ALCY ROAD at VERDUN STREET,st 6815,35.077811,-90.000821,,1,,
1:ALCJOHWM,ALCY ROAD at JOHANNA DRIVE,st 6120,35.078087,-89.999958,,1,,
1:ALCPERWM,ALCY ROAD at PERRY ROAD,st 7117,35.077968,-90.010398,,1,,
1:ALCMANWN,ALCY ROAD at MANCHESTER ROAD,st 7116,35.077823,-90.005842,,1,,
1:SPAGAUNN,SPARKS STREET at GAUSCO ROAD,st 7113,35.080302,-90.012342,,1,,
1:ALCSPAWN,ALCY ROAD at SPARKS STREET,st 6123,35.078032,-90.012422,,1,,
1:NORWARWN,NORRIS ROAD at WARREN STREET,st 7115,35.083378,-90.016299,,1,,
1:BALSILWN,BALL ROAD at SILVER STREET,st 7114,35.082125,-90.013126,,1,,
1:NORPRAWN,NORRIS ROAD at PRATT STREET,st 4806,35.083434,-90.021309,,1,,
1:NORELVWF,NORRIS ROAD at ELVIS PRESLEY BOULEVARD,st 6538,35.083361,-90.018821,,1,,
1:MALPROWN,MALLORY AVENUE at PROSPECT STREET,st 6115,35.086254,-90.036824,,1,,
1:NORROLWN,NORRIS ROAD at ROLLINS STREET,st 6110,35.083479,-90.023156,,1,,
1:MALMCMWN,MALLORY AVENUE at MCMILLAN STREET,st 6116,35.086345,-90.042166,,1,,
1:MALORLWN,MALLORY AVENUE at ORLEANS STREET,st 6112,35.086291,-90.039822,,1,,
1:MALWELWF,MALLORY AVENUE at WELLINGTON STREET,st 7063,35.086453,-90.047497,,1,,
1:MALLAUWN,MALLORY AVENUE at LAUDERDALE STREET,st 6117,35.086381,-90.0444,,1,,
1:LAMDEMWF,LAMAR AVENUE at DEMOCRAT ROAD,st 5676,35.069587,-89.944912,,1,,
1:KNIOLDWN,KNIGHT ARNOLD ROAD at OLD GETWELL ROAD,st 2739,35.065052,-89.933453,,1,,
1:LAMAMEWM,LAMAR AVENUE at AMERICAN WAY,st 5678,35.07414,-89.948376,,1,,
1:LAMPEAWN,LAMAR AVENUE at PEARSON ROAD,st 5677,35.072297,-89.946942,,1,,
1:SHEVESWN,SHELBY DRIVE at VESCOVI LANE,st 2413,35.020502,-89.843781,,1,,
1:JEFTHIWN,JEFFERSON AVENUE at 3RD STREET,st 872,35.146528,-90.049273,,1,,
1:AUSRALNF,AUSTIN PEAY HWY at RALEIGH COMMON DRIVE,st 6910,35.231764,-89.898474,,1,,
1:AUSLAKNN,AUSTIN PEAY HWY at LAKEHURST DRIVE,st 6837,35.229908,-89.900328,,1,,
1:SOUCLUEN,SOUTHERN AVENUE at CLUB WALK DRIVE,st 3447,35.115322,-89.956731,,1,,
1:SOUGOOEN,SOUTHERN AVENUE at GOODWYN STREET,st 3444,35.115452,-89.962705,,1,,
1:SYCSHENN,SYCAMORE VIEW ROAD at SHELBY OAKS DRIVE,st 4040,35.168084,-89.864239,,1,,
1:LEVHAMEN,LEVI ROAD at HAMMETT DRIVE,st 5840,35.042698,-90.079664,,1,,
1:ALCHILWN,ALCY ROAD at HILLVIEW DRIVE,st 6813,35.078378,-89.992593,,1,,
1:SHEOAKWM,SHELBY OAKS DRIVE at SHELBY OAKS DRIVE,st 6757,35.167702,-89.86073,,1,,
1:ALCTHAWN,ALCY ROAD at THAMES ROAD,st 6119,35.078569,-89.997448,,1,,
1:ALCSAMWN,ALCY ROAD at SAMUELS STREET,st 6814,35.078523,-89.996176,,1,,
1:JACDUNEN,JACKSON AVENUE at DUNSCOMB PLACE,st 3775,35.156435,-90.035709,,1,,
1:AUCDANEN,AUCTION AVENUE at DANNY THOMAS BOULEVARD,st 811,35.155971,-90.037735,,1,,
1:JACLEAEN,JACKSON AVENUE at LEATH STREET,st 3777,35.156881,-90.032045,,1,,
1:JACMANEN,JACKSON AVENUE at MANASSAS STREET,st 3776,35.156899,-90.03365,,1,,
1:JACAYEEN,JACKSON AVENUE at AYERS STREET,st 3779,35.156969,-90.028658,,1,,
1:JACPEAEM,JACKSON AVENUE at PEARCE STREET,st 3778,35.156934,-90.030185,,1,,
1:JACDECEN,JACKSON AVENUE at DECATUR STREET,st 3781,35.157084,-90.024916,,1,,
1:JACHASEN,JACKSON AVENUE at HINGS STREET,st 3780,35.157022,-90.02703,,1,,
1:BREJACNN,BREEDLOVE STREET at JACKSON AVENUE,st 6843,35.157378,-90.023089,,1,,
1:JACBREEN,JACKSON AVENUE at BREEDLOVE STREET,st 3782,35.157325,-90.023421,,1,,
1:PAUTROWB,MADISON AVENUE at PAULINE STREET,st 6503,35.140061,-90.028401,,1,,
1:CLAYMADI,CLAYBROOK STREET at MADISON AVENUE,no 991,35.139208,-90.018219,,1,,
1:MADIJEFF,MADISON AVENUE at NEELY STREET,st 6850,35.142076,-90.041128,,1,,
1:ORLTROWB,MADISON AVENUE at ORLEANS STREET,st 767,35.141127,-90.037465,,1,,
1:LAMTREEN,LAMAR AVENUE at TREZEVANT STREET,st 5750,35.104639,-89.984746,,1,,
1:LAMAIREM,LAMAR AVENUE at AIRWAYS BOULEVARD,st 5749,35.105945,-89.986592,,1,,
1:RAIBARWF,RAINES ROAD at BARTON DRIVE,st 5403,35.035566,-90.023108,,1,,
1:RAICHAWN,RAINES ROAD at CHARLES DRIVE,st 5402,35.035574,-90.021008,,1,,
1:WARCORSN,WARREN STREET at CORRY ROAD,st 4607,35.090795,-90.014724,,1,,
1:ELVLAUNM,ELVIS PRESLEY BOULEVARD at LAUDEEN DRIVE,st 5184,35.036907,-90.025019,,1,,
1:STAWARWF,STARR AVENUE at WARREN STREET,st 4609,35.088454,-90.014681,,1,,
1:WARMERSN,WARREN STREET at MERLIN AVENUE,st 4608,35.089705,-90.014691,,1,,
1:ELLRAYEM,ELLISTON ROAD at RAYNER STREET,st 4612,35.087444,-90.015113,,1,,
1:CORELLSN,CORRY ROAD at ELLISTON ROAD,st 4611,35.087659,-90.016993,,1,,
1:ELLPEREN,ELLISTON ROAD at PERRY ROAD,st 4614,35.087415,-90.010733,,1,,
1:ELLRAYEF,ELLISTON ROAD at RAYNER STREET,st 4613,35.087425,-90.012614,,1,,
1:PERDUNNM,PERRY ROAD at DUNN AVENUE,st 4616,35.091106,-90.010122,,1,,
1:PERMERNN,PERRY ROAD at MERLIN AVENUE,st 4615,35.089622,-90.010179,,1,,
1:DUNAIREF,DUNN AVENUE at AIRWAYS BOULEVARD,st 4636,35.091467,-89.986851,,1,,
1:DUNFRIEN,DUNN AVENUE at FRISCO AVENUE,st 4635,35.091504,-89.988742,,1,,
1:AUCDANEM,AUCTION AVENUE at DANNY THOMAS BOULEVARD,st 810,35.155757,-90.039473,,1,,
1:HAWUNIEN,HAWKINS MILL ROAD at UNIVERSITY STREET,st 1474,35.243746,-89.988703,,1,,
1:PARLAUWN,PARK AVENUE at LAUREL STREET,st 2176,35.108138,-89.968037,,1,,
1:PARMAYWN,PARK AVENUE at MAYWOOD STREET,st 2175,35.108092,-89.966731,,1,,
1:PARPENWF,PARK AVENUE at PENDLETON STREET,st 2178,35.108202,-89.970061,,1,,
1:PARJOSWN,PARK AVENUE at JOSEPHINE STREET,st 2177,35.108165,-89.968922,,1,,
1:PARBALWN,PARK AVENUE at BALTIMORE STREET,st 2180,35.108276,-89.972893,,1,,
1:PARMARWF,PARK AVENUE at MARIANNA STREET,st 2179,35.108239,-89.971499,,1,,
1:PARHANWM,PARK AVENUE at HANLEY STREET,st 2182,35.108413,-89.976953,,1,,
1:PARDAVWN,PARK AVENUE at DAVID STREET,st 2181,35.108322,-89.974431,,1,,
1:UNIFOUWM,UNION AVENUE at 4TH STREET,st 3023,35.141514,-90.046928,,1,,
1:PARHAMWF,PARK AVENUE at HAMILTON STREET,st 2183,35.10845,-89.97817,,1,,
1:THIMADNM,3RD STREET at MADISION AVENUE,st 636,35.14391,-90.050458,,1,,
1:UNITHIWN,UNION AVENUE at 3RD STREET,st 3024,35.142507,-90.050923,,1,,
1:MCLORLWN,MCLEMORE AVENUE at ORLEANS STREET,st 4278,35.115783,-90.040861,,1,,
1:THIJEFNN,3RD STREET at JEFFERSON AVENUE,st 639,35.146322,-90.049483,,1,,
1:MCLENGWN,MCLEMORE AVENUE at ENGLEWOOD STREET,st 4268,35.115439,-90.025173,,1,,
1:MCLLAUWF,MCLEMORE AVENUE at LAUDERDALE STREET,st 4280,35.115882,-90.04366,,1,,
1:LAMKEAEN,LAMAR AVENUE at KEATING STREET,st 5752,35.102089,-89.980722,,1,,
1:LAMLAMEF,LAMAR AVENUE at LARMA CIRCLE,st 5751,35.103386,-89.982811,,1,,
1:PERMONWN,PERSON AVENUE at MONTSARRAT STREET,st 7058,35.101845,-90.066221,,1,,
1:KANINGNN,KANSAS STREET at INGLE AVENUE,st 91,35.100192,-90.06507,,1,,
1:PERSWIWN,PERSON AVENUE at SWIFT STREET,st 7060,35.102131,-90.073101,,1,,
1:PERHANWN,PERSON AVENUE at HANAUER STREET,st 7059,35.102006,-90.069982,,1,,
1:JAMHIGWF,STAGE JAMES ROAD at HIGHLAND STREET,st 7136,35.199188,-89.944966,,1,,
1:SWIFIENF,SWIFT STREET at FIELDS AVENUE,st 2268,35.103865,-90.073115,,1,,
1:JAMNRAWF,JAMES ROAD at NEW RALEIGH ROAD,st 1204,35.199482,-89.951977,,1,,
1:JAMWALWN,JAMES ROAD at WALNUT ROAD,st 7137,35.199246,-89.94892,,1,,
1:JAMWARWM,JAMES ROAD at WARFORD STREET,st 1206,35.19988,-89.957359,,1,,
1:JAMALLWM,JAMES ROAD at ALLEN ROAD,st 1205,35.199735,-89.955455,,1,,
1:JAMBIRWN,JAMES ROAD at BIRCHFIELD DRIVE,st 1683,35.1999,-89.969244,,1,,
1:JAMSCOWF,JAMES ROAD at SCOTLAND ROAD,st 1207,35.20007,-89.960117,,1,,
1:PARGO2WF,PARK AVENUE at GOODWYN STREET,st 2173,35.107991,-89.964099,,1,,
1:PARCARWM,PARK AVENUE at CARSON STREET,st 2172,35.107963,-89.962185,,1,,
1:MTMPICWN,MT MORIAH ROAD at PICKERING DRIVE,st 6575,35.074399,-89.869731,,1,,
1:MTMMTMWF,MT MORIAH ROAD at MT MORIAH TERRACE,st 2630,35.073005,-89.864814,,1,,
1:HICRAINM,HICKORY HILL ROAD at RAINES ROAD,st 7209,35.033745,-89.866311,,1,,
1:HICRIDNN,HICKORY HILL ROAD at RIDGEHILL DRIVE,st 7208,35.030581,-89.866264,,1,,
